Date,Location,Team,Opponent,Singles,Doubles,Triples,Home Runs,Total Bases
2023-07-25,Comerica Park,Detroit Tigers,Los Angeles Angels,8,3,0,1,18
2023-07-25,Comerica Park,Los Angeles Angels,Detroit Tigers,8,3,1,0,17
2023-07-25,Citizens Bank Park,Philadelphia Phillies,Baltimore Orioles,5,2,0,1,13
2023-07-25,Citizens Bank Park,Baltimore Orioles,Philadelphia Phillies,4,3,0,1,14
2023-07-25,Tropicana Field,Tampa Bay Rays,Miami Marlins,5,3,0,1,15
2023-07-25,Tropicana Field,Miami Marlins,Tampa Bay Rays,2,0,0,0,2
2023-07-25,Nationals Park,Washington Nationals,Colorado Rockies,5,3,0,2,19
2023-07-25,Nationals Park,Colorado Rockies,Washington Nationals,13,1,0,1,19
2023-07-25,Yankee Stadium,New York Yankees,New York Mets,4,1,0,0,6
2023-07-25,Yankee Stadium,New York Mets,New York Yankees,4,5,0,3,26
2023-07-25,Progressive Field,Cleveland Guardians,Kansas City Royals,3,2,1,2,18
2023-07-25,Progressive Field,Kansas City Royals,Cleveland Guardians,5,0,0,0,5
2023-07-25,Fenway Park,Boston Red Sox,Atlanta Braves,11,0,0,1,15
2023-07-25,Fenway Park,Atlanta Braves,Boston Red Sox,9,0,0,0,9
2023-07-25,Target Field,Minnesota Twins,Seattle Mariners,3,1,2,2,19
2023-07-25,Target Field,Seattle Mariners,Minnesota Twins,3,4,0,3,23
2023-07-25,Minute Maid Park,Houston Astros,Texas Rangers,4,2,0,2,16
2023-07-25,Minute Maid Park,Texas Rangers,Houston Astros,7,1,0,1,13
2023-07-25,Guaranteed Rate Field,Chicago White Sox,Chicago Cubs,3,2,0,0,7
2023-07-25,Guaranteed Rate Field,Chicago Cubs,Chicago White Sox,8,1,0,4,26
2023-07-25,American Family Field,Milwaukee Brewers,Cincinnati Reds,8,1,0,1,14
2023-07-25,American Family Field,Cincinnati Reds,Milwaukee Brewers,5,0,0,1,9
2023-07-25,Petco Park,San Diego Padres,Pittsburgh Pirates,6,2,0,3,22
2023-07-25,Petco Park,Pittsburgh Pirates,San Diego Padres,2,1,0,0,4
2023-07-25,Chase Field,Arizona Diamondbacks,St. Louis Cardinals,4,2,2,0,14
2023-07-25,Chase Field,St. Louis Cardinals,Arizona Diamondbacks,4,1,0,0,6
2023-07-25,Oracle Park,San Francisco Giants,Oakland Athletics,2,2,0,0,6
2023-07-25,Oracle Park,Oakland Athletics,San Francisco Giants,4,1,0,0,6
2023-07-25,Dodger Stadium,Los Angeles Dodgers,Toronto Blue Jays,8,2,0,2,20
2023-07-25,Dodger Stadium,Toronto Blue Jays,Los Angeles Dodgers,6,5,0,1,20
2023-07-26,Nationals Park,Washington Nationals,Colorado Rockies,5,0,0,0,5
2023-07-26,Nationals Park,Colorado Rockies,Washington Nationals,2,1,0,3,16
2023-07-26,Tropicana Field,Tampa Bay Rays,Miami Marlins,4,1,0,0,6
2023-07-26,Tropicana Field,Miami Marlins,Tampa Bay Rays,5,4,1,1,20
2023-07-26,Progressive Field,Cleveland Guardians,Kansas City Royals,6,0,0,3,18
2023-07-26,Progressive Field,Kansas City Royals,Cleveland Guardians,7,4,0,1,19
2023-07-26,Target Field,Minnesota Twins,Seattle Mariners,5,3,0,4,27
2023-07-26,Target Field,Seattle Mariners,Minnesota Twins,4,3,0,3,22
2023-07-26,American Family Field,Milwaukee Brewers,Cincinnati Reds,4,4,0,1,16
2023-07-26,American Family Field,Cincinnati Reds,Milwaukee Brewers,4,2,0,0,8
2023-07-26,Chase Field,Arizona Diamondbacks,St. Louis Cardinals,8,4,1,2,27
2023-07-26,Chase Field,St. Louis Cardinals,Arizona Diamondbacks,8,2,0,5,32
2023-07-26,Petco Park,San Diego Padres,Pittsburgh Pirates,3,1,0,0,5
2023-07-26,Petco Park,Pittsburgh Pirates,San Diego Padres,2,0,0,3,14
2023-07-26,Dodger Stadium,Los Angeles Dodgers,Toronto Blue Jays,7,1,0,0,9
2023-07-26,Dodger Stadium,Toronto Blue Jays,Los Angeles Dodgers,8,1,0,2,18
2023-07-26,Citizens Bank Park,Philadelphia Phillies,Baltimore Orioles,6,2,0,1,14
2023-07-26,Citizens Bank Park,Baltimore Orioles,Philadelphia Phillies,5,2,0,1,13
2023-07-26,Yankee Stadium,New York Yankees,New York Mets,5,1,0,0,7
2023-07-26,Yankee Stadium,New York Mets,New York Yankees,3,1,0,0,5
2023-07-26,Fenway Park,Boston Red Sox,Atlanta Braves,4,1,0,3,18
2023-07-26,Fenway Park,Atlanta Braves,Boston Red Sox,4,1,0,1,10
2023-07-26,Minute Maid Park,Houston Astros,Texas Rangers,2,2,0,2,14
2023-07-26,Minute Maid Park,Texas Rangers,Houston Astros,11,1,1,4,32
2023-07-26,Guaranteed Rate Field,Chicago White Sox,Chicago Cubs,7,2,0,1,15
2023-07-26,Guaranteed Rate Field,Chicago Cubs,Chicago White Sox,7,1,0,2,17
2023-07-26,Oracle Park,San Francisco Giants,Oakland Athletics,2,5,0,2,20
2023-07-26,Oracle Park,Oakland Athletics,San Francisco Giants,7,1,0,0,9
2023-07-27,Comerica Park,Detroit Tigers,Los Angeles Angels,6,1,0,0,8
2023-07-27,Comerica Park,Los Angeles Angels,Detroit Tigers,7,1,1,4,28
2023-07-27,Comerica Park,Detroit Tigers,Los Angeles Angels,1,0,0,0,1
2023-07-27,Comerica Park,Los Angeles Angels,Detroit Tigers,5,4,0,2,21
2023-07-27,Comerica Park,Detroit Tigers,Los Angeles Angels,6,1,0,0,8
2023-07-27,Comerica Park,Los Angeles Angels,Detroit Tigers,7,1,1,4,28
2023-07-27,Citi Field,New York Mets,Washington Nationals,5,1,0,0,7
2023-07-27,Citi Field,Washington Nationals,New York Mets,5,0,0,0,5
2023-07-27,Busch Stadium,St. Louis Cardinals,Chicago Cubs,3,3,0,2,17
2023-07-27,Busch Stadium,Chicago Cubs,St. Louis Cardinals,10,3,0,1,20
2023-07-27,Guaranteed Rate Field,Chicago White Sox,Cleveland Guardians,6,0,0,2,14
2023-07-27,Guaranteed Rate Field,Cleveland Guardians,Chicago White Sox,7,5,1,0,20
2023-07-28,loanDepot park,Miami Marlins,Detroit Tigers,8,3,0,1,18
2023-07-28,loanDepot park,Detroit Tigers,Miami Marlins,9,2,0,0,13
2023-07-28,PNC Park,Pittsburgh Pirates,Philadelphia Phillies,4,1,0,0,6
2023-07-28,PNC Park,Philadelphia Phillies,Pittsburgh Pirates,4,2,0,1,12
2023-07-28,Oriole Park at Camden Yards,Baltimore Orioles,New York Yankees,3,0,0,1,7
2023-07-28,Oriole Park at Camden Yards,New York Yankees,Baltimore Orioles,4,0,0,0,4
2023-07-28,Rogers Centre,Toronto Blue Jays,Los Angeles Angels,4,1,0,3,18
2023-07-28,Rogers Centre,Los Angeles Angels,Toronto Blue Jays,7,1,0,1,13
2023-07-28,Citi Field,New York Mets,Washington Nationals,6,0,0,2,14
2023-07-28,Citi Field,Washington Nationals,New York Mets,5,2,0,1,13
2023-07-28,Guaranteed Rate Field,Chicago White Sox,Cleveland Guardians,4,0,0,2,12
2023-07-28,Guaranteed Rate Field,Cleveland Guardians,Chicago White Sox,5,1,0,0,7
2023-07-28,Truist Park,Atlanta Braves,Milwaukee Brewers,10,2,0,3,26
2023-07-28,Truist Park,Milwaukee Brewers,Atlanta Braves,7,3,0,1,17
2023-07-28,Minute Maid Park,Houston Astros,Tampa Bay Rays,6,0,1,1,13
2023-07-28,Minute Maid Park,Tampa Bay Rays,Houston Astros,3,1,1,1,12
2023-07-28,Kauffman Stadium,Kansas City Royals,Minnesota Twins,5,1,1,2,18
2023-07-28,Kauffman Stadium,Minnesota Twins,Kansas City Royals,5,3,0,0,11
2023-07-28,Busch Stadium,St. Louis Cardinals,Chicago Cubs,4,1,0,2,14
2023-07-28,Busch Stadium,Chicago Cubs,St. Louis Cardinals,5,2,0,1,13
2023-07-28,Coors Field,Colorado Rockies,Oakland Athletics,9,1,0,1,15
2023-07-28,Coors Field,Oakland Athletics,Colorado Rockies,7,3,2,2,27
2023-07-28,Chase Field,Arizona Diamondbacks,Seattle Mariners,8,2,0,0,12
2023-07-28,Chase Field,Seattle Mariners,Arizona Diamondbacks,5,5,0,0,15
2023-07-28,Petco Park,San Diego Padres,Texas Rangers,6,2,0,1,14
2023-07-28,Petco Park,Texas Rangers,San Diego Padres,4,2,0,0,8
2023-07-28,Dodger Stadium,Los Angeles Dodgers,Cincinnati Reds,8,4,0,0,16
2023-07-28,Dodger Stadium,Cincinnati Reds,Los Angeles Dodgers,3,2,1,2,18
2023-07-28,Oracle Park,San Francisco Giants,Boston Red Sox,5,0,0,1,9
2023-07-28,Oracle Park,Boston Red Sox,San Francisco Giants,4,3,0,1,14
2023-07-29,Rogers Centre,Toronto Blue Jays,Los Angeles Angels,5,2,0,3,21
2023-07-29,Rogers Centre,Los Angeles Angels,Toronto Blue Jays,3,3,0,0,9
2023-07-29,loanDepot park,Miami Marlins,Detroit Tigers,7,0,0,0,7
2023-07-29,loanDepot park,Detroit Tigers,Miami Marlins,3,3,0,2,17
2023-07-29,PNC Park,Pittsburgh Pirates,Philadelphia Phillies,6,3,1,1,19
2023-07-29,PNC Park,Philadelphia Phillies,Pittsburgh Pirates,5,3,0,0,11
2023-07-29,Citi Field,New York Mets,Washington Nationals,3,3,0,4,25
2023-07-29,Citi Field,Washington Nationals,New York Mets,9,3,0,0,15
2023-07-29,Kauffman Stadium,Kansas City Royals,Minnesota Twins,12,2,2,2,30
2023-07-29,Kauffman Stadium,Minnesota Twins,Kansas City Royals,7,4,0,1,19
2023-07-29,Guaranteed Rate Field,Chicago White Sox,Cleveland Guardians,9,1,0,2,19
2023-07-29,Guaranteed Rate Field,Cleveland Guardians,Chicago White Sox,8,1,0,0,10
2023-07-29,Oracle Park,San Francisco Giants,Boston Red Sox,7,3,0,1,17
2023-07-29,Oracle Park,Boston Red Sox,San Francisco Giants,3,2,0,0,7
2023-07-29,Busch Stadium,St. Louis Cardinals,Chicago Cubs,5,0,0,0,5
2023-07-29,Busch Stadium,Chicago Cubs,St. Louis Cardinals,5,3,0,2,19
2023-07-29,Minute Maid Park,Houston Astros,Tampa Bay Rays,9,3,1,5,38
2023-07-29,Minute Maid Park,Tampa Bay Rays,Houston Astros,2,2,0,3,18
2023-07-29,Oriole Park at Camden Yards,Baltimore Orioles,New York Yankees,1,3,0,1,11
2023-07-29,Oriole Park at Camden Yards,New York Yankees,Baltimore Orioles,8,1,0,3,22
2023-07-29,Truist Park,Atlanta Braves,Milwaukee Brewers,9,4,0,4,33
2023-07-29,Truist Park,Milwaukee Brewers,Atlanta Braves,5,1,0,1,11
2023-07-29,Coors Field,Colorado Rockies,Oakland Athletics,8,3,0,1,18
2023-07-29,Coors Field,Oakland Athletics,Colorado Rockies,9,2,0,2,21
2023-07-29,Chase Field,Arizona Diamondbacks,Seattle Mariners,7,1,1,0,12
2023-07-29,Chase Field,Seattle Mariners,Arizona Diamondbacks,8,0,1,1,15
2023-07-29,Petco Park,San Diego Padres,Texas Rangers,9,0,0,0,9
2023-07-29,Petco Park,Texas Rangers,San Diego Padres,2,2,0,0,6
2023-07-29,Dodger Stadium,Los Angeles Dodgers,Cincinnati Reds,0,0,0,2,8
2023-07-29,Dodger Stadium,Cincinnati Reds,Los Angeles Dodgers,4,2,0,0,8
2023-07-30,Rogers Centre,Toronto Blue Jays,Los Angeles Angels,5,3,0,0,11
2023-07-30,Rogers Centre,Los Angeles Angels,Toronto Blue Jays,6,1,0,1,12
2023-07-30,PNC Park,Pittsburgh Pirates,Philadelphia Phillies,6,1,0,2,16
2023-07-30,PNC Park,Philadelphia Phillies,Pittsburgh Pirates,6,1,0,1,12
2023-07-30,Truist Park,Atlanta Braves,Milwaukee Brewers,4,1,0,4,22
2023-07-30,Truist Park,Milwaukee Brewers,Atlanta Braves,4,1,0,2,14
2023-07-30,Citi Field,New York Mets,Washington Nationals,7,2,1,1,18
2023-07-30,Citi Field,Washington Nationals,New York Mets,6,0,0,0,6
2023-07-30,loanDepot park,Miami Marlins,Detroit Tigers,8,2,1,2,23
2023-07-30,loanDepot park,Detroit Tigers,Miami Marlins,6,4,0,0,14
2023-07-30,Minute Maid Park,Houston Astros,Tampa Bay Rays,9,1,0,0,11
2023-07-30,Minute Maid Park,Tampa Bay Rays,Houston Astros,9,2,0,1,17
2023-07-30,Kauffman Stadium,Kansas City Royals,Minnesota Twins,4,1,0,1,10
2023-07-30,Kauffman Stadium,Minnesota Twins,Kansas City Royals,5,1,0,1,11
2023-07-30,Guaranteed Rate Field,Chicago White Sox,Cleveland Guardians,3,1,0,0,5
2023-07-30,Guaranteed Rate Field,Cleveland Guardians,Chicago White Sox,3,1,0,3,17
2023-07-30,Busch Stadium,St. Louis Cardinals,Chicago Cubs,7,1,0,0,9
2023-07-30,Busch Stadium,Chicago Cubs,St. Louis Cardinals,4,1,0,0,6
2023-07-30,Coors Field,Colorado Rockies,Oakland Athletics,3,3,0,0,9
2023-07-30,Coors Field,Oakland Athletics,Colorado Rockies,5,0,0,0,5
2023-07-30,Oracle Park,San Francisco Giants,Boston Red Sox,9,2,0,0,13
2023-07-30,Oracle Park,Boston Red Sox,San Francisco Giants,4,2,0,2,16
2023-07-30,Dodger Stadium,Los Angeles Dodgers,Cincinnati Reds,6,0,0,0,6
2023-07-30,Dodger Stadium,Cincinnati Reds,Los Angeles Dodgers,6,5,0,3,28
2023-07-30,Chase Field,Arizona Diamondbacks,Seattle Mariners,3,0,0,0,3
2023-07-30,Chase Field,Seattle Mariners,Arizona Diamondbacks,8,1,0,1,14
2023-07-30,Petco Park,San Diego Padres,Texas Rangers,10,1,0,2,20
2023-07-30,Petco Park,Texas Rangers,San Diego Padres,7,1,0,0,9
2023-07-30,Oriole Park at Camden Yards,Baltimore Orioles,New York Yankees,8,3,0,1,18
2023-07-30,Oriole Park at Camden Yards,New York Yankees,Baltimore Orioles,5,3,0,1,15
2023-07-31,loanDepot park,Miami Marlins,Philadelphia Phillies,5,1,0,1,11
2023-07-31,loanDepot park,Philadelphia Phillies,Miami Marlins,4,2,0,0,8
2023-07-31,Yankee Stadium,New York Yankees,Tampa Bay Rays,2,0,0,1,6
2023-07-31,Yankee Stadium,Tampa Bay Rays,New York Yankees,2,2,0,4,22
2023-07-31,Nationals Park,Washington Nationals,Milwaukee Brewers,4,2,0,1,12
2023-07-31,Nationals Park,Milwaukee Brewers,Washington Nationals,7,2,0,1,15
2023-07-31,Rogers Centre,Toronto Blue Jays,Baltimore Orioles,4,0,0,1,8
2023-07-31,Rogers Centre,Baltimore Orioles,Toronto Blue Jays,4,3,0,1,14
2023-07-31,Truist Park,Atlanta Braves,Los Angeles Angels,2,1,0,1,8
2023-07-31,Truist Park,Los Angeles Angels,Atlanta Braves,5,2,0,3,21
2023-07-31,Wrigley Field,Chicago Cubs,Cincinnati Reds,2,5,0,1,16
2023-07-31,Wrigley Field,Cincinnati Reds,Chicago Cubs,4,3,1,0,13
2023-07-31,Minute Maid Park,Houston Astros,Cleveland Guardians,5,1,0,1,11
2023-07-31,Minute Maid Park,Cleveland Guardians,Houston Astros,8,1,0,0,10
2023-07-31,Coors Field,Colorado Rockies,San Diego Padres,2,2,0,1,10
2023-07-31,Coors Field,San Diego Padres,Colorado Rockies,9,1,1,1,18
2023-07-31,T-Mobile Park,Seattle Mariners,Boston Red Sox,5,1,0,2,15
2023-07-31,T-Mobile Park,Boston Red Sox,Seattle Mariners,8,1,0,0,10
2023-07-31,Oracle Park,San Francisco Giants,Arizona Diamondbacks,3,1,0,1,9
2023-07-31,Oracle Park,Arizona Diamondbacks,San Francisco Giants,3,2,0,0,7
2023-08-01,loanDepot park,Miami Marlins,Philadelphia Phillies,9,2,0,0,13
2023-08-01,loanDepot park,Philadelphia Phillies,Miami Marlins,3,2,0,1,11
2023-08-01,PNC Park,Pittsburgh Pirates,Detroit Tigers,5,1,1,1,14
2023-08-01,PNC Park,Detroit Tigers,Pittsburgh Pirates,4,2,0,0,8
2023-08-01,Yankee Stadium,New York Yankees,Tampa Bay Rays,4,3,0,0,10
2023-08-01,Yankee Stadium,Tampa Bay Rays,New York Yankees,3,1,0,2,13
2023-08-01,Nationals Park,Washington Nationals,Milwaukee Brewers,5,1,1,0,10
2023-08-01,Nationals Park,Milwaukee Brewers,Washington Nationals,4,2,0,0,8
2023-08-01,Rogers Centre,Toronto Blue Jays,Baltimore Orioles,1,2,0,2,13
2023-08-01,Rogers Centre,Baltimore Orioles,Toronto Blue Jays,9,4,0,2,25
2023-08-01,Truist Park,Atlanta Braves,Los Angeles Angels,4,0,0,3,16
2023-08-01,Truist Park,Los Angeles Angels,Atlanta Braves,6,0,0,0,6
2023-08-01,Busch Stadium,St. Louis Cardinals,Minnesota Twins,6,0,0,1,10
2023-08-01,Busch Stadium,Minnesota Twins,St. Louis Cardinals,4,3,0,0,10
2023-08-01,Wrigley Field,Chicago Cubs,Cincinnati Reds,10,4,0,7,46
2023-08-01,Wrigley Field,Cincinnati Reds,Chicago Cubs,7,4,0,1,19
2023-08-01,Globe Life Field,Texas Rangers,Chicago White Sox,2,0,0,2,10
2023-08-01,Globe Life Field,Chicago White Sox,Texas Rangers,3,0,0,0,3
2023-08-01,Minute Maid Park,Houston Astros,Cleveland Guardians,5,1,0,0,7
2023-08-01,Minute Maid Park,Cleveland Guardians,Houston Astros,0,0,0,0,0
2023-08-01,Kauffman Stadium,Kansas City Royals,New York Mets,7,2,0,0,11
2023-08-01,Kauffman Stadium,New York Mets,Kansas City Royals,5,1,0,2,15
2023-08-01,Coors Field,Colorado Rockies,San Diego Padres,7,4,0,1,19
2023-08-01,Coors Field,San Diego Padres,Colorado Rockies,6,1,0,2,16
2023-08-01,T-Mobile Park,Seattle Mariners,Boston Red Sox,5,3,0,1,15
2023-08-01,T-Mobile Park,Boston Red Sox,Seattle Mariners,3,4,0,2,19
2023-08-01,Oracle Park,San Francisco Giants,Arizona Diamondbacks,6,1,0,2,16
2023-08-01,Oracle Park,Arizona Diamondbacks,San Francisco Giants,3,0,0,3,15
2023-08-01,Dodger Stadium,Los Angeles Dodgers,Oakland Athletics,3,3,0,1,13
2023-08-01,Dodger Stadium,Oakland Athletics,Los Angeles Dodgers,1,2,0,3,17
2023-08-02,Truist Park,Atlanta Braves,Los Angeles Angels,5,3,1,3,26
2023-08-02,Truist Park,Los Angeles Angels,Atlanta Braves,6,1,1,0,11
2023-08-02,PNC Park,Pittsburgh Pirates,Detroit Tigers,7,2,0,0,11
2023-08-02,PNC Park,Detroit Tigers,Pittsburgh Pirates,2,4,0,2,18
2023-08-02,Nationals Park,Washington Nationals,Milwaukee Brewers,4,1,0,0,6
2023-08-02,Nationals Park,Milwaukee Brewers,Washington Nationals,2,1,0,1,8
2023-08-02,Minute Maid Park,Houston Astros,Cleveland Guardians,6,2,0,2,18
2023-08-02,Minute Maid Park,Cleveland Guardians,Houston Astros,5,2,0,0,9
2023-08-02,Coors Field,Colorado Rockies,San Diego Padres,3,2,0,0,7
2023-08-02,Coors Field,San Diego Padres,Colorado Rockies,6,3,0,5,32
2023-08-02,T-Mobile Park,Seattle Mariners,Boston Red Sox,8,1,0,1,14
2023-08-02,T-Mobile Park,Boston Red Sox,Seattle Mariners,4,1,0,1,10
2023-08-02,loanDepot park,Miami Marlins,Philadelphia Phillies,8,2,0,3,24
2023-08-02,loanDepot park,Philadelphia Phillies,Miami Marlins,7,4,0,1,19
2023-08-02,Yankee Stadium,New York Yankees,Tampa Bay Rays,9,2,0,2,21
2023-08-02,Yankee Stadium,Tampa Bay Rays,New York Yankees,5,0,0,1,9
2023-08-02,Rogers Centre,Toronto Blue Jays,Baltimore Orioles,2,1,0,0,4
2023-08-02,Rogers Centre,Baltimore Orioles,Toronto Blue Jays,6,1,0,0,8
2023-08-02,Busch Stadium,St. Louis Cardinals,Minnesota Twins,5,1,0,4,23
2023-08-02,Busch Stadium,Minnesota Twins,St. Louis Cardinals,3,0,0,1,7
2023-08-02,Wrigley Field,Chicago Cubs,Cincinnati Reds,5,6,0,5,37
2023-08-02,Wrigley Field,Cincinnati Reds,Chicago Cubs,4,1,0,4,22
2023-08-02,Globe Life Field,Texas Rangers,Chicago White Sox,8,4,0,3,28
2023-08-02,Globe Life Field,Chicago White Sox,Texas Rangers,3,0,0,1,7
2023-08-02,Kauffman Stadium,Kansas City Royals,New York Mets,9,2,0,1,17
2023-08-02,Kauffman Stadium,New York Mets,Kansas City Royals,8,1,0,0,10
2023-08-02,Oracle Park,San Francisco Giants,Arizona Diamondbacks,6,3,1,0,15
2023-08-02,Oracle Park,Arizona Diamondbacks,San Francisco Giants,4,1,0,0,6
2023-08-02,Dodger Stadium,Los Angeles Dodgers,Oakland Athletics,4,5,0,4,30
2023-08-02,Dodger Stadium,Oakland Athletics,Los Angeles Dodgers,5,0,0,1,9
2023-08-03,loanDepot park,Miami Marlins,Philadelphia Phillies,3,3,0,1,13
2023-08-03,loanDepot park,Philadelphia Phillies,Miami Marlins,5,0,0,1,9
2023-08-03,Globe Life Field,Texas Rangers,Chicago White Sox,5,1,0,2,15
2023-08-03,Globe Life Field,Chicago White Sox,Texas Rangers,9,0,0,0,9
2023-08-03,Kauffman Stadium,Kansas City Royals,New York Mets,10,1,0,2,20
2023-08-03,Kauffman Stadium,New York Mets,Kansas City Royals,4,0,0,1,8
2023-08-03,Rogers Centre,Toronto Blue Jays,Baltimore Orioles,5,0,0,0,5
2023-08-03,Rogers Centre,Baltimore Orioles,Toronto Blue Jays,13,2,0,0,17
2023-08-03,Oracle Park,San Francisco Giants,Arizona Diamondbacks,1,0,0,1,5
2023-08-03,Oracle Park,Arizona Diamondbacks,San Francisco Giants,6,0,0,0,6
2023-08-03,Yankee Stadium,New York Yankees,Houston Astros,3,0,0,2,11
2023-08-03,Yankee Stadium,Houston Astros,New York Yankees,8,0,0,1,12
2023-08-03,American Family Field,Milwaukee Brewers,Pittsburgh Pirates,10,4,0,2,26
2023-08-03,American Family Field,Pittsburgh Pirates,Milwaukee Brewers,6,0,0,0,6
2023-08-03,Busch Stadium,St. Louis Cardinals,Minnesota Twins,6,1,0,1,12
2023-08-03,Busch Stadium,Minnesota Twins,St. Louis Cardinals,4,1,0,2,14
2023-08-03,Wrigley Field,Chicago Cubs,Cincinnati Reds,3,4,0,0,11
2023-08-03,Wrigley Field,Cincinnati Reds,Chicago Cubs,4,2,0,2,16
2023-08-03,Angel Stadium,Los Angeles Angels,Seattle Mariners,4,1,0,1,10
2023-08-03,Angel Stadium,Seattle Mariners,Los Angeles Angels,6,0,0,2,14
2023-08-03,Dodger Stadium,Los Angeles Dodgers,Oakland Athletics,7,6,0,1,23
2023-08-03,Dodger Stadium,Oakland Athletics,Los Angeles Dodgers,1,2,0,2,13
2023-08-04,Wrigley Field,Chicago Cubs,Atlanta Braves,4,0,0,0,4
2023-08-04,Wrigley Field,Atlanta Braves,Chicago Cubs,4,3,1,3,25
2023-08-04,Great American Ball Park,Cincinnati Reds,Washington Nationals,3,1,0,3,17
2023-08-04,Great American Ball Park,Washington Nationals,Cincinnati Reds,3,1,0,3,17
2023-08-04,Comerica Park,Detroit Tigers,Tampa Bay Rays,2,1,0,0,4
2023-08-04,Comerica Park,Tampa Bay Rays,Detroit Tigers,10,2,0,1,18
2023-08-04,Oriole Park at Camden Yards,Baltimore Orioles,New York Mets,8,3,0,1,18
2023-08-04,Oriole Park at Camden Yards,New York Mets,Baltimore Orioles,1,3,0,0,7
2023-08-04,Citizens Bank Park,Philadelphia Phillies,Kansas City Royals,3,5,0,1,17
2023-08-04,Citizens Bank Park,Kansas City Royals,Philadelphia Phillies,5,3,1,2,22
2023-08-04,Yankee Stadium,New York Yankees,Houston Astros,4,1,0,3,18
2023-08-04,Yankee Stadium,Houston Astros,New York Yankees,4,3,0,2,18
2023-08-04,Fenway Park,Boston Red Sox,Toronto Blue Jays,3,1,0,2,13
2023-08-04,Fenway Park,Toronto Blue Jays,Boston Red Sox,6,3,0,5,32
2023-08-04,Progressive Field,Cleveland Guardians,Chicago White Sox,5,2,1,1,16
2023-08-04,Progressive Field,Chicago White Sox,Cleveland Guardians,5,2,0,0,9
2023-08-04,Globe Life Field,Texas Rangers,Miami Marlins,4,3,0,3,22
2023-08-04,Globe Life Field,Miami Marlins,Texas Rangers,4,2,0,1,12
2023-08-04,Target Field,Minnesota Twins,Arizona Diamondbacks,4,0,0,3,16
2023-08-04,Target Field,Arizona Diamondbacks,Minnesota Twins,7,1,0,1,13
2023-08-04,American Family Field,Milwaukee Brewers,Pittsburgh Pirates,6,1,0,1,12
2023-08-04,American Family Field,Pittsburgh Pirates,Milwaukee Brewers,5,2,1,4,28
2023-08-04,Busch Stadium,St. Louis Cardinals,Colorado Rockies,9,2,0,3,25
2023-08-04,Busch Stadium,Colorado Rockies,St. Louis Cardinals,11,4,0,0,19
2023-08-04,Angel Stadium,Los Angeles Angels,Seattle Mariners,6,2,0,3,22
2023-08-04,Angel Stadium,Seattle Mariners,Los Angeles Angels,6,4,0,4,30
2023-08-04,Petco Park,San Diego Padres,Los Angeles Dodgers,8,1,0,1,14
2023-08-04,Petco Park,Los Angeles Dodgers,San Diego Padres,7,3,0,1,17
2023-08-05,Yankee Stadium,New York Yankees,Houston Astros,5,2,0,2,17
2023-08-05,Yankee Stadium,Houston Astros,New York Yankees,1,0,0,1,5
2023-08-05,Comerica Park,Detroit Tigers,Tampa Bay Rays,7,4,0,1,19
2023-08-05,Comerica Park,Tampa Bay Rays,Detroit Tigers,7,0,0,0,7
2023-08-05,Wrigley Field,Chicago Cubs,Atlanta Braves,5,2,0,3,21
2023-08-05,Wrigley Field,Atlanta Braves,Chicago Cubs,7,1,0,2,17
2023-08-05,Globe Life Field,Texas Rangers,Miami Marlins,3,3,0,3,21
2023-08-05,Globe Life Field,Miami Marlins,Texas Rangers,7,2,0,2,19
2023-08-05,Great American Ball Park,Cincinnati Reds,Washington Nationals,3,0,0,1,7
